ID,split_text,starttime,endtime,employ,gender,age,birthyr,region,division,inputstate,race,educ,marstat,sexuality,child18,faminc_new,social_nets_mem__1,social_nets_mem__2,social_nets_mem__3,social_nets_mem__4,social_nets_mem__5,social_nets_mem__6,social_nets_mem__7,social_nets_mem__8,social_nets_mem__10,social_nets_mem__12,social_nets_mem__97,social_nets_mem__98,social_nets_mem__99,inputzipdma_recode,hholdsize,e14_presvote12,presvote16post,ideo5,votereg,faminc,pid7text,job,Q1_1,Q1_2,Q1_3,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,age_cross,family_income_r,faminc_new_r,race_w8,race_xbreak,educ_w8,age_gender,w_age_gender,w_demogs,w_age_gen_1,w_age_gen_2,w_age_gen_3,w_age_gen_4,w_age_gen_5,w_age_gen_6,w_age_gen_7,w_age_gen_8,duration,weight_political
271,since the end of the Obama Administration?,2017-12-07 15:06:07,2017-12-07 15:38:16,5,1,65,1952,2,4,27,7,2,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,613,2,1,7,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,3,2,1,3,5,3,3,3,2,1,2,2,2,3,2,4,3,3,3,1,3,2,3,3,2,4,3, ,2,1,4,1,3,5,37, , , ,1, , , , ,32.15,1.21698484211151
148,in the last year?,2017-12-07 15:29:51,2017-12-07 15:38:19,1,2,60,1957,2,4,29,1,5,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,619,1,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,3,3,1,4,4,4,4,2,2,2,3,3,3,4,2,4,2,2,3,2,3,3,3,4,2,3, ,1,1,1,3,6,10,75, , , , , , ,3, ,8.45,.749560765203892
964,in the year since Donald Trump became President?,2017-12-07 15:15:58,2017-12-07 15:38:09,5,1,70,1947,4,9,6,1,2,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,862,1,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,3,1,1,1,4,2,4,2,2,4,1,4,3,4,4,2,4,2,2,4,2,4,4,4,4,3,3, ,1,1,1,1,3,5,37, , , ,1, , , , ,22.1666666666667,.891643189680936
321,in the year since Donald Trump became President?,2017-12-07 15:24:12,2017-12-07 15:38:24,5,2,70,1947,3,5,51,1,3,1,1,2,11,1,0,0,0,0,1,0,0,0,0,0,0,0,544,2,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,3,2,2,2,3,3,1,3,2,2,4,2,2,3,3,3,2,3,3,2,4,3,3, ,3,1,1,2,6,10,86, , , , , , , ,2,14.1833333333333,.960545797319332
1070,in the last year?,2017-12-07 15:23:25,2017-12-07 15:38:40,1,2,34,1983,3,5,54,1,5,1,1,2,7,1,1,0,1,0,1,0,1,1,0,0,0,0,598,3,1,7,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,2,2,3,2,2,2,1,1,2,2,2,2,4,2,3,2,3,2,2,2,2,3,1, ,2,1,1,3,4,7,63, , , , , ,3, , ,15.25,.965036006543718
532,since the end of the Obama Administration?,2017-12-07 15:21:37,2017-12-07 15:38:50,5,2,70,1947,3,5,45,1,1,1,1,2,97,1,0,0,0,0,1,0,0,0,0,0,0,0,567,2,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,4,4,4,1,5,2,3,3,2,5,1,3,4,3,4,1,3,3,3,5,2,3,4,4,4,2,3, ,4,1,1,1,6,10,85, , , , , , , ,1,17.2166666666667,1.02026506034597
262,in the year since Donald Trump became President?,2017-12-07 15:33:43,2017-12-07 15:38:51,1,1,43,1974,1,1,9,1,5,5,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,501,1,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,1,1,1,1,4,4,2,4,4,4,1,4,4,4,4,3,2,3,3,4,2,4,3,3,4,3,2, ,1,1,1,3,2,3,15, ,3, , , , , , ,5.11666666666667,.885926423470214
97,in the year since Donald Trump became President?,2017-12-07 15:25:56,2017-12-07 15:38:55,5,1,59,1958,4,9,6,1,3,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,807,2,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,6,4,3,3,2,2,2,3,3,3,4,3,5,5,3,5,2,3,3,3,4,3, ,4,1,1,2,3,5,26, , ,2, , , , , ,12.9833333333333,.726546633358594
36,since the end of the Obama Administration?,2017-12-07 15:27:47,2017-12-07 15:38:44,1,1,70,1947,3,7,48,7,3,1,1,2,97,1,0,1,0,0,0,0,0,0,0,0,0,0,623,2,2,2,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,1,6,4,4,5,4,4,4,4,4,4,4,3,3,3,3,5,3,3,3,3,4,3,3, ,4,1,4,2,3,5,38, , , ,2, , , , ,10.95,.83945256173528
1041,in the year since Donald Trump became President?,2017-12-07 15:25:18,2017-12-07 15:39:10,9,2,31,1986,3,5,24,2,3,1,1,1,11,0,0,0,1,0,1,0,0,0,0,0,0,0,511,5,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,2,3,3,2,2,1,2,3,2,2,2,3,3,3,2,3,2,3,3,3,5,1, ,3,2,2,2,4,7,66, , , , , ,6, , ,13.85,.70986771383624
287,in the year since Donald Trump became President?,2017-12-07 15:23:33,2017-12-07 15:39:07,1,1,63,1954,2,3,17,1,5,1,1,2,9,1,0,1,0,0,0,0,1,0,0,0,0,0,602,2,1,1,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,3,4,3,3,1,1,1,2,1,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3, ,3,1,1,3,3,5,27, , ,3, , , , , ,15.5666666666667,.853647759048423
614,in the year since Donald Trump became President?,2017-12-07 15:27:17,2017-12-07 15:39:27,1,2,47,1970,1,2,34,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,501,6,4,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,4,3,2,1,1,2,2,1,4,2,2,4,3,3,3,2,3,3,3,3,3,4,2, ,1,2,2,3,5,9,79, , , , , , ,7, ,12.1666666666667,.536555995446619
87,since the end of the Obama Administration?,2017-12-07 15:16:43,2017-12-07 15:39:45,5,2,63,1954,3,5,37,1,5,1,1,2,9,1,0,1,0,0,1,0,0,0,0,0,0,0,560,2,1,1,1,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,2,3,2,3,2,1,3,3,3,4,4,3,2,3,2,2,3,3,3,3,3,3, ,3,1,1,3,6,10,75, , , , , , ,3, ,23.0333333333333,.671613220480688
63,since the end of the Obama Administration?,2017-12-07 15:26:29,2017-12-07 15:39:22,5,2,78,1939,4,8,4,1,3,4,1,2,8,1,1,1,1,0,0,0,0,0,0,0,0,0,753,2,2,2,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,1,5,2,3,4,4,4,1,4,4,4,4,4,3,4,3,3,2,3,3,4,4,4,3, ,2,1,1,2,6,10,86, , , , , , , ,2,12.8833333333333,.960545797319332
128,in the last year?,2017-12-07 15:32:06,2017-12-07 15:39:56,5,1,65,1952,1,2,34,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,504,3,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,1,1,1,2,3,3,2,2,2,3,1,2,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3, ,1,1,1,1,3,5,37, , , ,1, , , , ,7.83333333333333,.798920357015209
351,in the year since Donald Trump became President?,2017-12-07 15:20:24,2017-12-07 15:40:04,1,2,72,1945,3,5,51,2,6,1,1,2,10,1,1,1,0,0,0,0,0,0,0,0,0,0,544,2,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,2,3,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3, ,3,2,2,4,6,10,92, , , , , , , ,8,19.6666666666667,.751423606841111
918,since the end of the Obama Administration?,2017-12-07 15:28:23,2017-12-07 15:40:35,6,2,49,1968,4,9,53,6,4,5,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,820,2,1,1,3,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,4,3,2,2,5,2,2,3,4,2,4,3,2,2,5,2,2,3,3,3,3,2, ,4,1,4,2,5,9,74, , , , , , ,2, ,12.2,.571615539415581
750,in the year since Donald Trump became President?,2017-12-07 15:30:46,2017-12-07 15:40:35,6,2,53,1964,3,5,13,1,3,1,1,2,7,1,1,0,1,0,0,0,1,0,0,0,0,0,524,3,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,2,5,4,2,3,3,3,1,2,4,4,4,3,3,3,3,3,2,3,3,3,3,3,2, ,2,1,1,2,5,9,74, , , , , , ,2, ,9.81666666666667,.637957336247967
1098,since the end of the Obama Administration?,2017-12-07 15:32:49,2017-12-07 15:40:50,1,1,66,1951,2,3,55,1,5,1,4,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,658,2,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,4,3,2,1,2,2,3,1,2,1,1,1,1,1,1,3,3,1,2,1,2,1,2,2,2,3,3, ,3,1,1,3,3,5,39, , , ,3, , , , ,8,.88373846712636
380,in the year since Donald Trump became President?,2017-12-07 15:24:27,2017-12-07 15:40:46,4,1,62,1955,2,3,26,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,513,2,4,7,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3, ,1,1,1,1,3,5,25, , ,1, , , , , ,16.3166666666667,1.26385360542215
1022,in the year since Donald Trump became President?,2017-12-07 15:33:04,2017-12-07 15:39:04,8,2,27,1990,2,3,55,1,3,5,1,2,6,1,1,0,0,0,0,1,1,0,0,0,0,0,617,2,4,7,3,2, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,4,3,2,2,2,2,2,3,3,3,4,3,3,3,2,2,2,3,3,3,4,1, ,2,1,1,2,4,7,50, , , , ,2, , , ,6,1.74290578277832
259,in the last year?,2017-12-07 15:31:04,2017-12-07 15:41:07,1,1,70,1947,4,9,53,1,6,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,819,3,2,2,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,1,4,2,4,2,3,3,1,3,3,2,4,2,3,3,3,3,2,3,2,2,4,2,3, ,3,1,1,4,3,5,40, , , ,4, , , , ,10.05,.986305304093395
68,in the year since Donald Trump became President?,2017-12-07 15:25:28,2017-12-07 15:41:17,5,2,73,1944,4,8,35,1,2,1,1,2,97,1,0,0,0,0,0,0,1,0,0,0,0,0,765,2,2,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,1,4,3,3,3,4,3,2,3,3,3,4,3,3,3,3,2,2,3,3,3,3,3,3, ,4,1,1,1,6,10,85, , , , , , , ,1,15.8166666666667,1.02026506034597
771,since the end of the Obama Administration?,2017-12-07 15:30:21,2017-12-07 15:41:53,2,2,35,1982,2,4,29,5,5,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,616,2,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,3,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2, ,2,1,4,3,5,8,63, , , , , ,3, , ,11.5333333333333,.707048891043419
934,in the last year?,2017-12-07 15:17:00,2017-12-07 15:41:37,9,2,64,1953,4,9,6,8,6,4,1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,862,1,3,4,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,2,4,2,2,2,4,2,1,1,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3, ,2,1,4,4,6,10,76, , , , , , ,4, ,24.6,.272808131780036
315,since the end of the Obama Administration?,2017-12-07 15:21:48,2017-12-07 15:41:57,1,1,56,1961,3,5,12,1,4,1,1,1,97,1,0,0,0,0,0,0,0,0,0,0,0,0,561,4,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3, ,4,1,1,2,3,5,26, , ,2, , , , , ,20.15,.810869759333808
364,in the last year?,2017-12-07 15:29:08,2017-12-07 15:42:03,2,1,74,1943,1,2,34,1,3,4,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,501,1,1,1,2,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,2,3,1,1,1,1,2,3,2,2,4,3,2,2,2,2,2,3,2,3,4,3, ,3,1,1,2,3,5,38, , , ,2, , , , ,12.9166666666667,.75215708265418
286,since the end of the Obama Administration?,2017-12-07 15:20:20,2017-12-07 15:42:23,1,2,36,1981,3,5,51,1,6,1,1,2,97,0,0,0,0,0,0,0,1,0,0,0,0,0,556,2,4,3,2,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,4,4,6,6,4,2,5,5,2,5,4,2,4,4,5,5,5,5,5,5,5,5,5,5,2, ,4,1,1,4,5,8,64, , , , , ,4, , ,22.05,.32986191836392
556,since the end of the Obama Administration?,2017-12-07 15:35:11,2017-12-07 15:42:31,5,2,50,1967,1,1,25,1,3,5,1,2,12,1,1,0,0,0,0,0,0,0,0,0,0,0,506,4,4,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,3,3,2,5,2,2,3,2,5,1,2,3,3,4,3,3,3,3,5,1,2,3,3,3,3,2, ,3,1,1,2,5,9,74, , , , , , ,2, ,7.31666666666667,.454278369209448
573,in the last year?,2017-12-07 15:37:35,2017-12-07 15:42:49,6,2,39,1978,2,3,17,3,3,5,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,602,1,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,4,2,1,1,2,1,2,4,4,1,4,2,1,1,2,1,2,4,4,2,4,2, ,4,3,3,2,5,8,70, , , , , ,10, , ,5.21666666666667,.606312360770561
677,in the year since Donald Trump became President?,2017-12-07 15:25:44,2017-12-07 15:42:55,1,1,36,1981,1,1,9,1,6,5,1,2,97,1,0,1,0,0,0,0,1,0,0,0,0,0,533,1,2,3,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,4,1,1,1,4,4,3,4,2,4,1,4,4,3,3,3,3,3,3,3,3,5,3,3,5,3,2, ,4,1,1,4,2,3,16, ,4, , , , , , ,17.1833333333333,.58043015597114
944,since the end of the Obama Administration?,2017-12-07 15:34:51,2017-12-07 15:43:14,4,1,26,1991,3,6,28,1,3,5,6,2,9,0,0,0,0,0,0,1,0,0,0,1,0,0,746,3,4,7,1,2, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,3,3,4,3,3,2,2,1,1,1,3,3,1,4,3,2,2,1,3,1,3,3,2,4,1, ,3,1,1,2,1,2,2,2, , , , , , , ,8.38333333333333,4.51146707087402
385,in the year since Donald Trump became President?,2017-12-07 15:29:05,2017-12-07 15:43:20,6,2,55,1962,3,6,1,2,4,2,1,2,3,1,0,1,1,0,1,0,0,0,0,0,0,0,630,2,1,7,6,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3, ,1,2,2,2,6,10,78, , , , , , ,6, ,14.25,1.14634807520425
347,in the last year?,2017-12-07 15:35:58,2017-12-07 15:43:30,7,2,48,1969,4,8,49,1,3,1,1,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,770,2,4,1,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,4,2,2,3,2,3,1,1,2,2,2,5,5,3,3,3,2,2,3,3,3,3,3,2, ,2,1,1,2,5,9,74, , , , , , ,2, ,7.53333333333333,.61455489748653
412,since the end of the Obama Administration?,2017-12-07 15:23:57,2017-12-07 15:43:37,5,1,67,1950,3,5,12,1,5,5,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,528,1,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,1,4,4,3,4,4,4,1,2,4,3,4,3,3,4,4,4,2,2,4,3,4,3,3, ,1,1,1,3,3,5,39, , , ,3, , , , ,19.6666666666667,.986305304093395
579,in the last year?,2017-12-07 15:16:06,2017-12-07 15:44:00,2,2,64,1953,3,7,48,1,6,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,623,1,2,2,5,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,1,1,1,1,4,2,2,2,3,4,1,3,2,2,4,2,3,3,3,4,2,3,3,3,4,3,3, ,1,1,1,4,6,10,76, , , , , , ,4, ,27.8833333333333,.749560765203892
411,since the end of the Obama Administration?,2017-12-07 15:40:05,2017-12-07 15:44:30,6,1,40,1977,3,5,12,3,4,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,534,2,2,3,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,2,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2, ,1,3,3,2,2,3,22, ,10, , , , , , ,4.41666666666667,.555500627760539
208,in the year since Donald Trump became President?,2017-12-07 15:30:45,2017-12-07 15:44:24,5,1,74,1943,4,9,53,1,5,1,1,2,11,1,1,1,1,0,1,0,0,0,0,0,0,0,819,3,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,2,3,2,2,2,1,1,2,2,2,4,3,2,2,2,3,2,2,2,2,4,3, ,3,1,1,3,3,5,39, , , ,3, , , , ,13.65,.88373846712636
332,in the last year?,2017-12-07 15:34:03,2017-12-07 15:44:31,5,1,71,1946,1,2,36,6,6,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,501,1,1,1,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,2,3,5,4,4,3,2,1,1,5,4,4,4,4,5,3,2,2,2,5,2,4,3,3,3, ,2,1,4,4,3,5,40, , , ,4, , , , ,10.45,.88373846712636
1000,since the end of the Obama Administration?,2017-12-07 15:27:59,2017-12-07 15:44:45,1,2,22,1995,2,3,39,1,1,5,1,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,515,2,4,7,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,4,4,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,1,1,1,1,4,6,49, , , , ,1, , , ,16.75,1.11737780308539
21,since the end of the Obama Administration?,2017-12-07 15:16:22,2017-12-07 15:44:58,5,1,83,1934,4,8,4,1,5,1,1,2,7,1,1,1,0,0,0,0,0,0,0,0,0,0,753,2,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,3,3,2,1,4,2,5,3,2,3,2,4,2,2,3,3,3,3,2,3,2,3,3,3,4,2,3, ,2,1,1,3,3,5,39, , , ,3, , , , ,28.5833333333333,.986305304093395
793,in the last year?,2017-12-07 15:28:30,2017-12-07 15:44:45,6,2,64,1953,4,9,41,1,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,801,1,4,1,5,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,4,4,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3, ,1,1,1,2,6,10,74, , , , , , ,2, ,16.2333333333333,.61455489748653
144,since the end of the Obama Administration?,2017-12-07 15:19:11,2017-12-07 15:45:13,5,1,65,1952,4,8,4,1,3,1,3,2,8,1,0,0,1,0,0,1,0,0,0,0,0,0,753,2,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,2,3,1,1,1,1,1,3,3,2,4,3,2,2,2,2,2,3,3,2,4,3, ,2,1,1,2,3,5,38, , , ,2, , , , ,26.0166666666667,.75215708265418
648,in the year since Donald Trump became President?,2017-12-07 15:31:39,2017-12-07 15:45:43,1,2,30,1987,1,2,42,1,5,1,1,2,6,1,0,1,0,0,1,0,1,1,0,0,0,0,574,2,1,2,6,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,3,1,3,2,3,2,2,2,1,1,2,3,5,5,3,2,3,3,2,2,2,2,5,5,1, ,2,1,1,3,4,7,63, , , , , ,3, , ,14.0666666666667,.468298978145915
308,in the last year?,2017-12-07 15:33:31,2017-12-07 15:45:09,5,1,67,1950,2,3,39,1,4,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,547,5,2,2,5,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,1,4,4,4,3,4,4,2,2,3,3,4,3,4,3,4,4,3,3,4,3,4,3,3, ,1,1,1,2,3,5,38, , , ,2, , , , ,11.6333333333333,.83945256173528
216,in the last year?,2017-12-07 15:36:56,2017-12-07 15:45:55,1,2,37,1980,1,2,42,1,6,5,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,566,3,1,1,1,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,4,3,4,1,1,1,1,1,1,1,3,4,4,1,2,1,2,1,2,2,2,4,2, ,3,1,1,4,5,8,64, , , , , ,4, , ,8.96666666666667,.633522196991993
145,since the end of the Obama Administration?,2017-12-07 15:40:17,2017-12-07 15:45:59,1,2,52,1965,3,7,5,3,3,4,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,670,4,4,7,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,4,4,4,4,4,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2, ,2,3,3,2,5,9,82, , , , , , ,10, ,5.68333333333333,1.05266979504242
1095,since the end of the Obama Administration?,2017-12-07 15:02:50,2017-12-07 15:45:31,1,1,66,1951,3,5,12,1,3,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,539,1,2,2,5,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,2,2,3,1,3,3,5,3,3,4,1,3,2,3,4,2,5,3,3,3,2,3,3,3,3,3,3, ,1,1,1,2,3,5,38, , , ,2, , , , ,42.6833333333333,.83945256173528
205,in the last year?,2017-12-07 15:23:13,2017-12-07 15:45:44,5,1,77,1940,3,7,22,4,6,1,1,2,97,1,0,0,0,0,0,0,0,0,0,0,0,0,622,2,1,1,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,4,3,2,2,2,1,2,2,2,2,1,4,3,3,3,2,2,2,3,3,2,4,3, ,4,1,4,4,3,5,40, , , ,4, , , , ,22.5166666666667,.88373846712636
600,in the last year?,2017-12-07 15:32:18,2017-12-07 15:46:22,2,2,46,1971,2,3,55,1,2,1,1,2,7,1,1,0,1,0,1,1,1,1,1,0,0,0,617,3,1,1,1,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,3,5,4,3,3,3,2,1,2,3,3,3,4,3,3,4,3,2,3,4,3,3,4,2, ,2,1,1,1,5,9,73, , , , , , ,1, ,14.0666666666667,.607154145532793
202,in the year since Donald Trump became President?,2017-12-07 15:35:02,2017-12-07 15:46:18,5,2,73,1944,3,5,12,1,2,3,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,528,1,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,2,3,5,4,4,1,2,2,1,5,5,5,2,4,4,1,2,2,1,2,3,3,2,4,3, ,1,1,1,1,6,10,85, , , , , , , ,1,11.2666666666667,.9141667156718
563,since the end of the Obama Administration?,2017-12-07 15:33:31,2017-12-07 15:46:14,5,1,84,1933,3,6,47,1,4,6,1,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,640,2,1,1,2,1, ,Would you call yourself a strong Democrat or a not very strong Democrat?, ,2,2,4,3,4,2,3,1,2,1,1,1,2,2,2,4,3,2,2,2,2,2,3,3,3,3,3, ,3,1,1,2,3,5,38, , , ,2, , , , ,12.7,.75215708265418
1047,in the year since Donald Trump became President?,2017-12-07 15:21:22,2017-12-07 15:46:22,4,1,62,1955,3,5,12,2,2,3,4,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,539,1,1,1,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3, ,2,2,2,1,3,5,29, , ,5, , , , , ,25,.728788219539916
873,in the year since Donald Trump became President?,2017-12-07 15:44:46,2017-12-07 15:46:34,4,1,21,1996,4,9,6,6,2,5,6,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,803,4,4,7,1,3, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,1,1,4,1,1,1,1,1, , , , , , , ,1.8,4.79195498659178
708,since the end of the Obama Administration?,2017-12-07 15:42:27,2017-12-07 15:46:42,7,2,36,1981,4,8,8,1,3,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,773,3,2,2,6,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,4,4,4,4,6,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2, ,2,1,1,2,5,8,62, , , , , ,2, , ,4.25,.601775130271715
16,in the year since Donald Trump became President?,2017-12-07 15:36:25,2017-12-07 15:46:56,2,1,57,1960,4,9,6,1,3,5,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,862,1,3,3,4,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,1,1,1,1,5,4,4,4,4,4,2,2,4,4,4,4,3,3,3,4,3,3,3,4,4,4,3, ,1,1,1,2,3,5,26, , ,2, , , , , ,10.5166666666667,.295121989343466
514,in the last year?,2017-12-07 15:28:45,2017-12-07 15:46:44,5,2,69,1948,3,5,13,1,3,3,1,2,97,0,0,0,0,0,0,0,0,0,0,0,0,1,524,4,2,2,4,1, ,Would you call yourself a strong Republican or a not very strong Republican?, ,1,1,1,1,6,6,5,5,5,5,1,5,5,5,4,5,5,5,5,5,2,5,5,5,4,5,3, ,4,1,1,2,6,10,86, , , , , , , ,2,17.9833333333333,.960545797319332
294,since the end of the Obama Administration?,2017-12-07 15:33:43,2017-12-07 15:47:20,5,1,67,1950,2,3,18,1,2,1,1,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,527,2,2,2,3,1, ,Do you think of yourself as closer to the Democratic or the Republican Party?, ,2,2,2,1,5,2,2,4,4,3,1,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,3, ,1,1,1,1,3,5,37, , , ,1, , , , ,13.6166666666667,.891643189680936
